choice,RT,p
-1,1100,0.0006581031334160947
-1,1390,0.004128466669931831
-1,1470,0.0005005380207207315
-1,1180,0.0037952537416882756
-1,670,0.006766121982601571
-1,1670,0.00399924177259755
-1,820,0.0035008482451873413
1,610,0.006213321489643722
-1,1090,0.0050640244415587525
1,2080,0.003222163442850103
1,1780,0.0012193576683029476
1,3650,0.00018678661466008963
1,4340,0.00011583251211418814
-1,660,0.008619912558838523
1,4210,0.00022944099335424326
-1,4480,0.00019734627569000006
-1,750,0.006648748005263411
-1,1320,0.0031542262161265173
-1,1660,0.004094105952882492
-1,2870,0.0008258346920727502
-1,1400,0.004058066947785657
-1,2400,0.0005783602251909178
1,710,0.004444554798154175
-1,2670,0.002271657256697141
-1,580,0.007381577036081841
1,980,0.01215371642075976
1,2140,0.005044258943803737
1,1650,0.000843236905216723
1,480,0.008684137158139385
-1,530,0.007989640538416208
-1,1040,0.002318788232430875
-1,540,0.007328085872856455
-1,1730,0.0017424445379742787
-1,2880,0.00022535854454381056
1,910,0.004757139510350197
1,1110,0.009601429282650977
1,1130,0.0017446226973178106
-1,2850,0.0005873509712084926
1,820,0.013342238775178235
1,510,0.006831782867051004
-1,3430,0.000822743339127358
-1,270,0.0009870259577116824
-1,860,0.010155594643144878
1,950,0.0015878913671316607
1,860,0.0032678114051323667
1,670,0.015430374697167303
-1,1810,0.0023332084958283266
1,3820,0.0005784163007039832
-1,1490,0.003550109483614983
-1,520,0.007207304599177478
1,1420,0.007262627961473065
-1,870,0.006340259547354518
1,1160,0.002626769486666557
-1,2680,0.0016290644643320712
-1,1360,0.006449664664536998
1,1120,0.009919040729602474
-1,1150,0.006502405640676827
-1,600,0.005726396290067955
1,750,0.0022582857676318488
-1,550,0.005828844304412129
1,850,0.009167800567904888
1,1030,0.00427015003910364
1,480,0.008240321306247723
-1,510,0.0038060601734290107
1,740,0.009766272698825396
-1,1630,0.0029022148807516354
-1,820,0.003345393385443453
1,1900,0.00038326534639247057
-1,930,0.003807930251443781
-1,3080,0.0005402967400091603
1,880,0.005679292842494341
-1,1340,0.006599263054640719
-1,1430,0.0031695906642333883
-1,2580,0.0010467883740051583
-1,850,0.006424103672507727
1,1840,0.0007453275048141986
-1,580,0.009847250640001262
-1,1380,0.0028646409306397323
-1,1260,0.0052797455991204275
1,2220,0.002206207263282214
1,580,0.006240986659134794
-1,1000,0.009379977383383479
1,2590,0.0027656915702687825
1,820,0.004072384310931884
1,1000,0.007230974513388396
-1,1390,0.003238080764328887
-1,4790,0.00016262680044742592
-1,1300,0.003321074289399288
1,3450,0.0010785914248462691
1,880,0.01145787415793934
1,670,0.01598974952523397
-1,1090,0.00861456357213749
-1,770,0.0066458803056084065
-1,1820,0.0021025673454973495
-1,1610,0.004661498762573411
1,470,0.0009729464221947523
1,1530,0.004225675401736845
1,1620,0.0010869119919421622
-1,630,0.005731392902429706
-1,590,0.01008045309587299
1,620,0.0040075041188083575
-1,340,0.0013933920429026738
-1,1320,0.006793128519956404
-1,2070,0.003523495782587199
1,760,0.001751979042394077
-1,710,0.008589743809724649
1,1260,0.007638500892280242
1,2060,0.005309935304302598
-1,720,0.0005911593995995184
1,810,0.002661765861018531
1,6420,0.00012452978080246745
-1,690,0.003051935369883324
-1,1850,0.002130224112522734
-1,1010,0.008474574752153298
1,3060,0.0006750673206660739
-1,1720,0.004407717813784934
1,680,0.0013040498010145332
-1,440,0.009000277477654627
